date,AR_Physical Risk_negative,AR_Physical Risk_neutral,AR_Physical Risk_positive,AR_Transition Risk_negative,AR_Transition Risk_neutral,AR_Transition Risk_positive,AU_Physical Risk_negative,AU_Physical Risk_neutral,AU_Physical Risk_positive,AU_Transition Risk_negative,AU_Transition Risk_neutral,AU_Transition Risk_positive,BR_Physical Risk_negative,BR_Physical Risk_neutral,BR_Physical Risk_positive,BR_Transition Risk_negative,BR_Transition Risk_neutral,BR_Transition Risk_positive,CA_Physical Risk_negative,CA_Physical Risk_neutral,CA_Physical Risk_positive,CA_Transition Risk_negative,CA_Transition Risk_neutral,CA_Transition Risk_positive,CH_Physical Risk_negative,CH_Physical Risk_neutral,CH_Physical Risk_positive,CH_Transition Risk_negative,CH_Transition Risk_neutral,CH_Transition Risk_positive,CL_Physical Risk_negative,CL_Physical Risk_neutral,CL_Physical Risk_positive,CL_Transition Risk_negative,CL_Transition Risk_neutral,CL_Transition Risk_positive,CN_Physical Risk_negative,CN_Physical Risk_neutral,CN_Physical Risk_positive,CN_Transition Risk_negative,CN_Transition Risk_neutral,CN_Transition Risk_positive,CO_Physical Risk_negative,CO_Physical Risk_neutral,CO_Physical Risk_positive,CO_Transition Risk_negative,CO_Transition Risk_neutral,CO_Transition Risk_positive,DE_Physical Risk_negative,DE_Physical Risk_neutral,DE_Physical Risk_positive,DE_Transition Risk_negative,DE_Transition Risk_neutral,DE_Transition Risk_positive,ES_Physical Risk_negative,ES_Physical Risk_neutral,ES_Physical Risk_positive,ES_Transition Risk_negative,ES_Transition Risk_neutral,ES_Transition Risk_positive,FR_Physical Risk_negative,FR_Physical Risk_neutral,FR_Physical Risk_positive,FR_Transition Risk_negative,FR_Transition Risk_neutral,FR_Transition Risk_positive,HK_Physical Risk_negative,HK_Physical Risk_neutral,HK_Physical Risk_positive,HK_Transition Risk_negative,HK_Transition Risk_neutral,HK_Transition Risk_positive,IN_Physical Risk_negative,IN_Physical Risk_neutral,IN_Physical Risk_positive,IN_Transition Risk_negative,IN_Transition Risk_neutral,IN_Transition Risk_positive,IT_Physical Risk_negative,IT_Physical Risk_neutral,IT_Physical Risk_positive,IT_Transition Risk_negative,IT_Transition Risk_neutral,IT_Transition Risk_positive,JP_Physical Risk_negative,JP_Physical Risk_neutral,JP_Physical Risk_positive,JP_Transition Risk_negative,JP_Transition Risk_neutral,JP_Transition Risk_positive,KR_Physical Risk_negative,KR_Physical Risk_neutral,KR_Physical Risk_positive,KR_Transition Risk_negative,KR_Transition Risk_neutral,KR_Transition Risk_positive,MX_Physical Risk_negative,MX_Physical Risk_neutral,MX_Physical Risk_positive,MX_Transition Risk_negative,MX_Transition Risk_neutral,MX_Transition Risk_positive,NO_Physical Risk_negative,NO_Physical Risk_neutral,NO_Physical Risk_positive,NO_Transition Risk_negative,NO_Transition Risk_neutral,NO_Transition Risk_positive,NZ_Physical Risk_negative,NZ_Physical Risk_neutral,NZ_Physical Risk_positive,NZ_Transition Risk_negative,NZ_Transition Risk_neutral,NZ_Transition Risk_positive,PT_Physical Risk_negative,PT_Physical Risk_neutral,PT_Physical Risk_positive,PT_Transition Risk_negative,PT_Transition Risk_neutral,PT_Transition Risk_positive,SA_Physical Risk_negative,SA_Physical Risk_neutral,SA_Physical Risk_positive,SA_Transition Risk_negative,SA_Transition Risk_neutral,SA_Transition Risk_positive,SE_Physical Risk_negative,SE_Physical Risk_neutral,SE_Physical Risk_positive,SE_Transition Risk_negative,SE_Transition Risk_neutral,SE_Transition Risk_positive,UK_Physical Risk_negative,UK_Physical Risk_neutral,UK_Physical Risk_positive,UK_Transition Risk_negative,UK_Transition Risk_neutral,UK_Transition Risk_positive,US_Physical Risk_negative,US_Physical Risk_neutral,US_Physical Risk_positive,US_Transition Risk_negative,US_Transition Risk_neutral,US_Transition Risk_positive,ZA_Physical Risk_negative,ZA_Physical Risk_neutral,ZA_Physical Risk_positive,ZA_Transition Risk_negative,ZA_Transition Risk_neutral,ZA_Transition Risk_positive
2017-10-04,0.25,0.167,0.25,0.083,0.25,0.0,0.053,0.211,0.0,0.368,0.368,0.0,0.182,0.545,0.0,0.182,0.0,0.091,0.5,0.214,0.143,0.071,0.071,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.043,0.565,0.0,0.304,0.087,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.333,0.333,0.167,0.056,0.056,0.056,0.0,0.0,0.0,0.167,0.833,0.0,0.182,0.091,0.045,0.318,0.273,0.091,0.125,0.0,0.125,0.25,0.375,0.125,0.2,0.4,0.2,0.0,0.0,0.2,0.167,0.083,0.0,0.333,0.25,0.167,0.143,0.143,0.143,0.071,0.5,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.406,0.156,0.062,0.125,0.25,0.0,0.6,0.0,0.2,0.0,0.2,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.353,0.353,0.059,0.176,0.059,0.0,0.333,0.167,0.0,0.5,0.0,0.0,0.2,0.2,0.2,0.0,0.3,0.1,0.231,0.115,0.038,0.231,0.269,0.115,0.308,0.308,0.038,0.192,0.154,0.0,0.125,0.125,0.125,0.625,0.0,0.0
2017-10-24,0.08,0.16,0.36,0.08,0.28,0.04,0.0,0.2,0.0,0.3,0.3,0.2,0.294,0.176,0.0,0.176,0.353,0.0,0.778,0.111,0.0,0.0,0.111,0.0,0.143,0.0,0.143,0.286,0.286,0.143,0.267,0.067,0.133,0.133,0.333,0.067,1.0,0.0,0.0,0.0,0.0,0.0,0.318,0.136,0.227,0.091,0.136,0.091,0.0,0.0,0.143,0.286,0.571,0.0,0.217,0.217,0.043,0.261,0.217,0.043,0.263,0.053,0.053,0.474,0.105,0.053,0.0,0.143,0.0,0.0,0.0,0.857,0.167,0.167,0.083,0.167,0.167,0.25,0.0,0.167,0.25,0.333,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.067,0.333,0.267,0.067,0.0,0.4,0.4,0.0,0.2,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.525,0.325,0.025,0.05,0.075,0.0,0.0,0.286,0.143,0.143,0.429,0.0,0.5,0.3,0.1,0.1,0.0,0.0,0.176,0.235,0.0,0.294,0.294,0.0,0.448,0.207,0.069,0.172,0.103,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2017-10-30,0.203,0.051,0.017,0.288,0.373,0.068,0.0,0.25,0.0,0.25,0.5,0.0,0.375,0.0,0.062,0.25,0.312,0.0,0.167,0.333,0.0,0.0,0.5,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.3,0.4,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35,0.0,0.1,0.3,0.1,0.143,0.0,0.0,0.429,0.429,0.0,0.071,0.214,0.0,0.143,0.571,0.0,0.417,0.083,0.083,0.083,0.167,0.167,0.75,0.0,0.0,0.0,0.25,0.0,0.364,0.227,0.0,0.182,0.136,0.091,0.25,0.375,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.143,0.071,0.0,0.0,0.714,0.071,0.333,0.667,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.432,0.405,0.0,0.027,0.081,0.054,0.2,0.2,0.0,0.0,0.2,0.4,0.182,0.545,0.0,0.273,0.0,0.0,0.143,0.143,0.048,0.19,0.381,0.095,0.375,0.292,0.042,0.083,0.125,0.083,0.4,0.2,0.0,0.2,0.2,0.0
2017-11-02,0.192,0.115,0.038,0.385,0.269,0.0,0.0,0.0,0.091,0.364,0.545,0.0,0.455,0.091,0.091,0.091,0.273,0.0,0.571,0.286,0.0,0.143,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.333,0.333,0.111,0.185,0.296,0.037,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.474,0.263,0.0,0.158,0.105,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.25,0.062,0.0,0.625,0.062,0.0,0.385,0.0,0.077,0.231,0.077,0.231,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.375,0.0,0.25,0.188,0.188,0.091,0.091,0.0,0.091,0.636,0.091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.1,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.381,0.048,0.095,0.095,0.048,0.0,0.0,0.286,0.0,0.714,0.0,0.25,0.625,0.0,0.0,0.125,0.0,0.25,0.15,0.05,0.15,0.35,0.05,0.36,0.28,0.12,0.12,0.04,0.08,0.4,0.2,0.0,0.2,0.2,0.0
2017-11-13,0.476,0.095,0.143,0.048,0.19,0.048,0.308,0.077,0.077,0.385,0.154,0.0,0.333,0.111,0.0,0.0,0.556,0.0,0.25,0.083,0.0,0.25,0.417,0.0,0.429,0.143,0.143,0.143,0.143,0.0,0.15,0.45,0.05,0.15,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.68,0.16,0.04,0.0,0.12,0.0,0.125,0.125,0.062,0.188,0.375,0.125,0.357,0.214,0.143,0.143,0.143,0.0,0.467,0.0,0.133,0.2,0.133,0.067,0.0,1.0,0.0,0.0,0.0,0.0,0.32,0.12,0.04,0.12,0.4,0.0,0.185,0.148,0.259,0.37,0.037,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.476,0.19,0.048,0.048,0.095,0.143,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.391,0.348,0.087,0.087,0.087,0.0,0.182,0.182,0.091,0.364,0.091,0.091,0.2,0.333,0.133,0.2,0.067,0.067,0.143,0.048,0.048,0.238,0.524,0.0,0.391,0.304,0.043,0.043,0.174,0.043,0.556,0.0,0.111,0.111,0.222,0.0
2017-11-16,0.25,0.167,0.083,0.125,0.333,0.042,0.125,0.125,0.0,0.25,0.375,0.125,0.273,0.455,0.0,0.091,0.182,0.0,0.0,0.545,0.182,0.182,0.091,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.167,0.375,0.0,0.208,0.25,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.26,0.22,0.04,0.3,0.14,0.04,0.083,0.25,0.0,0.167,0.5,0.0,0.4,0.2,0.067,0.133,0.133,0.067,0.091,0.182,0.091,0.364,0.091,0.182,0.429,0.143,0.0,0.0,0.0,0.429,0.267,0.2,0.0,0.2,0.2,0.133,0.071,0.357,0.143,0.0,0.357,0.071,0.5,0.0,0.0,0.0,0.5,0.0,0.941,0.059,0.0,0.0,0.0,0.0,0.258,0.097,0.032,0.097,0.452,0.065,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.5,0.0,0.5,0.0,0.0,0.529,0.235,0.088,0.118,0.029,0.0,0.333,0.0,0.167,0.333,0.167,0.0,0.273,0.455,0.0,0.0,0.273,0.0,0.231,0.077,0.077,0.385,0.154,0.077,0.312,0.094,0.094,0.219,0.219,0.062,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-07,0.154,0.231,0.077,0.308,0.154,0.077,0.2,0.267,0.0,0.467,0.067,0.0,0.217,0.348,0.043,0.261,0.13,0.0,0.429,0.143,0.071,0.0,0.071,0.286,0.125,0.25,0.25,0.25,0.125,0.0,0.167,0.5,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.385,0.0,0.0,0.308,0.0,0.143,0.143,0.0,0.143,0.429,0.143,0.053,0.316,0.158,0.158,0.263,0.053,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.417,0.25,0.0,0.0,0.333,0.0,0.571,0.0,0.0,0.143,0.286,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.333,0.111,0.0,0.333,0.222,0.0,0.167,0.667,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.389,0.0,0.111,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.533,0.2,0.0,0.133,0.133,0.0,0.08,0.12,0.04,0.24,0.4,0.12,0.29,0.387,0.129,0.097,0.097,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2017-12-12,0.214,0.143,0.143,0.143,0.286,0.071,0.286,0.143,0.0,0.143,0.429,0.0,0.133,0.467,0.0,0.133,0.267,0.0,0.524,0.19,0.0,0.19,0.048,0.048,0.5,0.333,0.0,0.0,0.167,0.0,0.0,0.053,0.0,0.526,0.421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.458,0.125,0.292,0.083,0.042,0.0,0.167,0.167,0.0,0.333,0.333,0.0,0.238,0.238,0.048,0.095,0.286,0.095,0.2,0.08,0.2,0.2,0.08,0.24,0.75,0.0,0.25,0.0,0.0,0.0,0.429,0.0,0.143,0.143,0.286,0.0,0.231,0.0,0.154,0.231,0.154,0.231,0.667,0.0,0.0,0.0,0.333,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.308,0.423,0.077,0.0,0.154,0.038,0.0,0.667,0.0,0.0,0.333,0.0,0.333,0.667,0.0,0.0,0.0,0.0,0.455,0.273,0.136,0.091,0.045,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.5,0.167,0.333,0.0,0.0,0.217,0.217,0.087,0.087,0.348,0.043,0.5,0.0,0.062,0.188,0.188,0.062,0.0,0.0,0.4,0.6,0.0,0.0
2017-12-26,0.25,0.562,0.0,0.062,0.125,0.0,0.6,0.1,0.0,0.1,0.2,0.0,0.143,0.429,0.0,0.143,0.143,0.143,0.545,0.182,0.091,0.0,0.182,0.0,0.333,0.0,0.0,0.333,0.333,0.0,0.192,0.308,0.0,0.154,0.154,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.312,0.125,0.062,0.0,0.6,0.0,0.4,0.0,0.0,0.556,0.111,0.167,0.111,0.056,0.0,0.143,0.0,0.143,0.286,0.0,0.429,0.333,0.0,0.333,0.0,0.333,0.0,0.056,0.444,0.0,0.222,0.222,0.056,0.556,0.0,0.0,0.222,0.222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,0.286,0.143,0.0,0.143,0.143,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.556,0.333,0.0,0.0,0.111,0.0,0.143,0.071,0.0,0.143,0.286,0.357,0.429,0.429,0.0,0.143,0.0,0.0,0.125,0.25,0.0,0.25,0.25,0.125,0.333,0.333,0.074,0.111,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27,0.357,0.25,0.143,0.036,0.214,0.0,0.333,0.0,0.0,0.0,0.667,0.0,0.111,0.222,0.111,0.111,0.333,0.111,0.706,0.118,0.0,0.0,0.176,0.0,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.625,0.0,0.0,0.062,0.25,0.062,0.154,0.077,0.0,0.308,0.308,0.154,0.472,0.222,0.111,0.139,0.056,0.0,0.083,0.083,0.167,0.333,0.167,0.167,0.5,0.0,0.5,0.0,0.0,0.0,0.375,0.188,0.0,0.188,0.125,0.125,0.667,0.083,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.381,0.381,0.0,0.143,0.095,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.765,0.235,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.5,0.25,0.125,0.5,0.25,0.125,0.0,0.0,0.889,0.111,0.0,0.0,0.0,0.0,0.56,0.18,0.06,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29,0.1,0.4,0.05,0.25,0.15,0.05,0.667,0.0,0.0,0.333,0.0,0.0,0.273,0.091,0.182,0.364,0.091,0.0,0.333,0.4,0.067,0.0,0.2,0.0,0.625,0.125,0.25,0.0,0.0,0.0,0.389,0.056,0.0,0.278,0.222,0.056,0.25,0.0,0.25,0.25,0.0,0.25,0.158,0.053,0.053,0.105,0.632,0.0,0.111,0.111,0.0,0.167,0.5,0.111,0.375,0.5,0.0,0.0,0.125,0.0,0.385,0.0,0.077,0.308,0.077,0.154,0.333,0.167,0.0,0.0,0.5,0.0,0.267,0.2,0.0,0.133,0.267,0.133,0.571,0.048,0.048,0.048,0.238,0.048,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167,0.25,0.25,0.0,0.25,0.083,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581,0.29,0.032,0.032,0.065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.3,0.1,0.0,0.0,0.2,0.625,0.062,0.0,0.125,0.188,0.0,0.526,0.158,0.026,0.158,0.053,0.079,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02,0.5,0.136,0.182,0.136,0.045,0.0,0.611,0.0,0.056,0.0,0.278,0.056,0.0,0.375,0.0,0.0,0.625,0.0,0.6,0.267,0.133,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.667,0.222,0.0,0.111,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.091,0.364,0.0,0.182,0.364,0.0,0.083,0.167,0.167,0.0,0.5,0.083,0.31,0.241,0.241,0.069,0.103,0.034,0.471,0.235,0.059,0.176,0.0,0.059,1.0,0.0,0.0,0.0,0.0,0.0,0.143,0.071,0.0,0.214,0.429,0.143,0.273,0.182,0.0,0.0,0.273,0.273,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.059,0.235,0.0,0.294,0.412,0.0,0.286,0.429,0.143,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393,0.25,0.107,0.0,0.214,0.036,0.6,0.4,0.0,0.0,0.0,0.0,0.143,0.571,0.286,0.0,0.0,0.0,0.308,0.538,0.0,0.154,0.0,0.0,0.458,0.208,0.125,0.062,0.083,0.062,0.0,0.0,0.0,0.0,1.0,0.0
2018-01-09,0.227,0.182,0.273,0.091,0.182,0.045,0.3,0.2,0.1,0.1,0.3,0.0,0.1,0.1,0.0,0.1,0.7,0.0,0.167,0.167,0.167,0.0,0.5,0.0,0.222,0.111,0.333,0.222,0.111,0.0,0.182,0.455,0.0,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.233,0.133,0.167,0.167,0.0,0.316,0.0,0.0,0.421,0.263,0.0,0.29,0.194,0.194,0.065,0.258,0.0,0.056,0.056,0.056,0.056,0.278,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.111,0.0,0.056,0.389,0.111,0.286,0.048,0.095,0.429,0.143,0.0,0.333,0.333,0.0,0.0,0.333,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.5,0.167,0.167,0.167,0.0,0.0,0.0,0.333,0.0,0.0,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.364,0.273,0.0,0.364,0.0,0.0,0.333,0.083,0.0,0.333,0.25,0.0,0.5,0.375,0.0,0.125,0.0,0.0,0.364,0.182,0.091,0.091,0.182,0.091,0.471,0.235,0.029,0.206,0.059,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-01-25,0.167,0.056,0.111,0.333,0.278,0.056,0.25,0.0,0.0,0.25,0.25,0.25,0.4,0.2,0.2,0.0,0.2,0.0,0.385,0.077,0.154,0.154,0.154,0.077,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.333,0.0,0.083,0.167,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.417,0.25,0.0,0.208,0.125,0.0,0.111,0.222,0.0,0.0,0.556,0.111,0.412,0.294,0.059,0.0,0.235,0.0,0.667,0.0,0.083,0.167,0.0,0.083,0.667,0.167,0.0,0.0,0.0,0.167,0.125,0.125,0.125,0.188,0.25,0.188,0.4,0.2,0.0,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.522,0.261,0.043,0.043,0.087,0.043,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.185,0.074,0.333,0.074,0.0,0.176,0.294,0.0,0.118,0.235,0.176,0.5,0.375,0.0,0.125,0.0,0.0,0.111,0.111,0.0,0.111,0.333,0.333,0.31,0.103,0.069,0.207,0.276,0.034,1.0,0.0,0.0,0.0,0.0,0.0
2018-03-16,0.353,0.118,0.118,0.0,0.294,0.118,0.25,0.0,0.0,0.625,0.125,0.0,0.2,0.4,0.0,0.2,0.2,0.0,0.444,0.111,0.111,0.222,0.111,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.05,0.3,0.0,0.5,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.167,0.0,0.167,0.083,0.25,0.429,0.143,0.0,0.143,0.286,0.0,0.105,0.263,0.158,0.368,0.105,0.0,0.25,0.167,0.0,0.5,0.083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.167,0.278,0.056,0.222,0.222,0.056,0.125,0.25,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.143,0.0,0.214,0.071,0.071,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.238,0.0,0.095,0.048,0.0,0.125,0.25,0.25,0.125,0.125,0.125,0.333,0.5,0.0,0.0,0.167,0.0,0.375,0.0,0.375,0.0,0.125,0.125,0.28,0.24,0.04,0.12,0.24,0.08,0.167,0.0,0.167,0.667,0.0,0.0
2018-03-22,0.25,0.083,0.083,0.167,0.333,0.083,0.333,0.083,0.083,0.083,0.417,0.0,0.211,0.368,0.105,0.105,0.158,0.053,0.667,0.222,0.0,0.0,0.111,0.0,0.375,0.0,0.125,0.375,0.125,0.0,0.091,0.364,0.0,0.273,0.273,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.062,0.312,0.188,0.125,0.25,0.062,0.143,0.0,0.0,0.286,0.571,0.0,0.5,0.0,0.0,0.083,0.417,0.0,0.333,0.167,0.083,0.333,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.375,0.5,0.0,0.083,0.25,0.0,0.25,0.417,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.316,0.421,0.026,0.184,0.053,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.333,0.167,0.0,0.0,0.542,0.292,0.0,0.0,0.125,0.042,0.0,0.2,0.2,0.2,0.2,0.2,0.273,0.636,0.0,0.0,0.091,0.0,0.375,0.0,0.0,0.5,0.125,0.0,0.417,0.208,0.125,0.125,0.125,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2018-04-02,0.333,0.429,0.048,0.095,0.095,0.0,0.125,0.0,0.0,0.0,0.875,0.0,0.1,0.6,0.0,0.0,0.2,0.1,0.818,0.182,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.111,0.0,0.0,0.444,0.333,0.111,0.5,0.0,0.167,0.167,0.0,0.167,0.333,0.133,0.2,0.2,0.133,0.0,0.2,0.0,0.0,0.6,0.0,0.2,0.375,0.0,0.125,0.0,0.5,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.167,0.083,0.0,0.167,0.5,0.083,0.667,0.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.3,0.0,0.0,0.3,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.5,0.0,0.062,0.0,0.438,0.0,0.28,0.2,0.04,0.2,0.28,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.273,0.182,0.0,0.273,0.182,0.091,0.269,0.231,0.077,0.154,0.231,0.038,0.0,1.0,0.0,0.0,0.0,0.0
2018-04-12,0.133,0.2,0.0,0.233,0.367,0.067,0.1,0.15,0.1,0.2,0.35,0.1,0.214,0.214,0.0,0.214,0.286,0.071,0.375,0.375,0.0,0.0,0.125,0.125,0.333,0.333,0.0,0.333,0.0,0.0,0.273,0.227,0.0,0.227,0.273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.25,0.417,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.333,0.167,0.083,0.167,0.25,0.0,0.143,0.19,0.095,0.143,0.19,0.238,0.2,0.0,0.0,0.2,0.2,0.4,0.4,0.067,0.0,0.333,0.2,0.0,0.182,0.091,0.091,0.364,0.182,0.091,0.5,0.0,0.0,0.0,0.5,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.214,0.214,0.0,0.429,0.143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.333,0.0,0.0,0.0,0.15,0.55,0.0,0.2,0.1,0.0,0.0,0.444,0.0,0.111,0.222,0.222,0.429,0.286,0.0,0.0,0.286,0.0,0.316,0.211,0.0,0.158,0.263,0.053,0.393,0.179,0.143,0.107,0.107,0.071,0.5,0.5,0.0,0.0,0.0,0.0
2018-04-20,0.304,0.174,0.261,0.043,0.217,0.0,0.143,0.0,0.0,0.429,0.429,0.0,0.0,0.429,0.0,0.286,0.286,0.0,0.375,0.0,0.062,0.25,0.312,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.154,0.154,0.0,0.154,0.538,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.143,0.0,0.0,0.571,0.286,0.0,0.167,0.333,0.056,0.333,0.056,0.056,0.143,0.071,0.0,0.429,0.286,0.071,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.25,0.0,0.25,0.25,0.0,0.083,0.083,0.083,0.5,0.167,0.083,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.389,0.167,0.111,0.0,0.222,0.111,0.333,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536,0.143,0.071,0.071,0.179,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.538,0.154,0.077,0.231,0.0,0.0,0.0,0.0,0.111,0.556,0.111,0.222,0.471,0.235,0.088,0.176,0.0,0.029,0.0,0.75,0.0,0.25,0.0,0.0
